iter,psnr,ssim,lpips
500,17.635420506701408,0.6248287757237753,0.2918259213368098
1000,18.492191417640846,0.6770587166150411,0.27227004170417785
1500,18.984744846209534,0.692346982161204,0.25919331014156344
2000,19.50154845888647,0.7204453190167744,0.23704878091812134
2500,20.0116265260969,0.7353832960128784,0.22991190751393636
3000,20.293526596193363,0.7355239272117615,0.23016029596328735
3500,20.48494771092236,0.737050453821818,0.22461665918429694
4000,20.67891871422126,0.7407899061838786,0.21761250446240107
4500,20.801811790806585,0.7447564363479614,0.21089599976936976
5000,20.895023124143098,0.7491152723630269,0.20526147484779358
5500,20.921884150228788,0.7525449236234029,0.19929862022399902
6000,20.390451567187018,0.7373223543167114,0.19822209974129995
6500,18.998640234284622,0.7226188699404399,0.20134753634532293
7000,18.54395472279878,0.7395157059033711,0.199227932592233
7500,18.89097925882725,0.7546850283940633,0.19256243308385212
8000,19.768743539079235,0.7692360122998555,0.1844292054573695
8500,21.144086265909664,0.784371002515157,0.17618995954593022
9000,21.933332368748314,0.791711151599884,0.17158699830373128
9500,22.004130835366656,0.7937318364779155,0.16929800659418107
10000,22.070465816011225,0.7943533182144165,0.16760154316822687
10500,22.12018981545096,0.7952518701553345,0.16627986828486124
11000,22.13426136786131,0.7948986848195394,0.16574062556028366
11500,22.097998176955816,0.7949718991915385,0.1655495141943296
12000,22.041058657345545,0.7936260342597962,0.16561968624591827
12500,22.14940715681563,0.7923740069071452,0.16567248602708182
13000,22.106704419574946,0.793662424882253,0.16500898748636245
13500,22.07424259782607,0.7930384238560995,0.16493319223324457
14000,22.133225317125774,0.7936782638231913,0.1641722043355306
14500,22.065954260798563,0.7925937016805013,0.16451233625411987
15000,22.052630321096295,0.7927286068598429,0.16418749690055848
15500,22.157372145870447,0.7951674421628316,0.16327247122923533
16000,22.20671173325272,0.7953647375106812,0.16291724741458893
16500,22.16266464148647,0.7960039575894674,0.162070502837499
17000,22.044215892330786,0.7959876656532288,0.16127701997756957
17500,22.08910461019026,0.7963250478108724,0.1607960412899653
18000,22.00090069012565,0.7956561247507731,0.1608939414223035
18500,21.78238234859797,0.7954540212949117,0.1608847051858902
19000,21.816721896562896,0.7957364360491435,0.16037298341592152
19500,21.780947944106703,0.7955916364987691,0.16029871652523678
20000,21.772737991199094,0.796372671922048,0.16030596494674682
